content,score,thumbsUpCount
Sangat membantu mudah digunakan,5,0
"Aktivitas terbaru tidak muncul,mau cetak ulang struk bingung nyari dimana.please fix it!!! Model bukti transaksi juga ga bagus,bikin yg simpel aja jgn ribet2.klo dicetak kertasnya jd kepanjangan",3,2
"Agak kesel sih sm aplikasinya sering error,klo lg butuh banget malah error jg ribet.tolong dong diperbaiki . Kuota penuh jg buka ini suka ada tulisan tidak ada koneksi internet pdhal buat yg lain lancar² aja",2,0
"Meskipun PERGUB baru yang mengharuskan hanya Bank berbasis Syariah yang boleh beroperasi di Aceh. Tetap aja aku stay di BRImo, karena BRImo pelayanannya juara dan punya banyak fitur menarik: seperti bisa tarik tunai tanpa kartu, bisa top up ke dompet digital dengan cepat tanpa ribet, punya catatan keuangan yang buat kita lebih mudah mengatur pemasukan-pengeluaran. Untuk yang baru pakai bisa langsung buka rekening dari gadget tanpa harus ke Bank. BRImo memang juara. Ayo pakai BRImo! @takasatkata",5,0
"Susah untuk megaupload vertifikasi vidio 8 detik, hampir 10 kali gagal terus, padahal sinyal kuat penerangan stabil, menghubungi whatshap dan email tapi gada solusi, parah ini payah,",1,0
"saya kira hanya saya yg ngalami... saya gagal log in awalnya bilang koneksi terputus, dicoba lagi ganti malah diblokir.. suruh klik lupa password, setelah ikuti prosedur perubahan password malah kode mtoken gak dikirim-kirim, katanya dikirim lewat sms tp sampe dicoba berkali-kali g ada sms masuk padahal pulsa masih ada.. biasanya kan kalau BRI g bisa masuk kalau g ada pulsanya... sungguh kecewa banget...",1,8
"Ini sebenernya aplikasi apaan si?? NYESEL coba coba, tranfser gabisa topup gabisa, pas mau tarik tunai masukin password sudah bener di bilang salah, sekarang di block padahal passwors sudah bener banget dibilang nya salah 😭 Buat yg nyoba nyoba jangan dulu deh",1,2
Ini applikasi setelah di update makin parah... Masa padahal sinyal buat liat youtube lancar Tapi mau login gak bisa & ada pemberitahuan user anda terblokir. Gak cuma 1 ato 2 kali terblokir... Malah bolak-balik terblokir & memperbaiki nya hrs ke bank. Sangat menyesal sekali Lebih enak & lancar applikasi sebelumnya 👎👎👎👎👎,1,1
"Melalui brimo bisa bertransaksi sangat mudah dan aman juga. Saking gampangnyaa jadi sering khilaf jarinya pengen belanja terus heheh. Bayar tagihan top up dan lain2 sangat memudahkan saya. Terimakasih brimo, berkat dirimu aku jadi keren :)) @ichwanagung_",5,0
Saya kasih 1 bintang karna saat pembukaan rekening bank BRI via website terjadi kendala pada penerimaan pesan email tidak ditemukan atau tidak ada email yang masuk. Entah kami benar atau salah nya saat memasukan email mengapa kacab 4335 UNIT JATIREJA PAMANUKAN menerangkan pembuatan tidak bisa dilanjutkan & aktifvasi pembayaran sebesar Rp.50.000 hangus. Tolong yaa.. anda itu diawasi oleh OJK & tidak bisa seenaknya mengatakan hangus dana aktifvasi yang sudah dikirim.,1,0
"Gk jelas lah,, kalau memang di upgrade upgrade aja lah, jangan di ganti total kayak gini,, jangan bikin susah pengguna,, kalau kayak gini mau gak mau harus mengurus lagi ke kantor,, udah tau pandemi jaga jarak,, malah memaksa pengguna ke kantor, mengantri lagi untuk mengurus hal yg cukup sepele sebenarnya.",1,5
kesel banget pengen banting hp. padahal sinyal saya oke. Tapi lelet nya minta ampun lemot lelet letoy dan sering eror bikin darah tinggi bikin emosi. Saya nyesel jadi nasabah dan punya aplikasi kaya ginian yang super lemot. sepertinya bakalan secepatnya pindah cari bank lain.,1,1
"Setiap proses pengambilan video selfie selalu gagal dan gagal ,keterangannya TIDAK ADA KONEKSI DATA. Sudah ke CS dan dia bilang utk layanan brimo bisa daftar via aplikasi , Lahhh aplikasinya aja kya gtu gimana mau sukses pendaftaran brimonya. Tolonglah di perbaiki secepatnya 🥲",1,0
"Alhamdulillah, transaksi jd lbh mudah",5,0
"Aplikasi bapuk, masak user id otomatis keblokir sampe 3x, ke cs bri sampe 3x buat buka reset teros. Apaan ini. Mau ganti kartu debit habis. Gak ada stok kartu. Bayar kartu tetep. Bumn abal2. Aplikasi abal2. Harus ke bank trs tiap ke blokir. Mau reset sendiri gak bisa. Tiap habis login minggu depannya id ke blokir. Harus reset setiap saat. Kadang reset gak bisa, harus balik lagi ke bank nya buat buka blokir. Gitu terus sampe bosen dgn aplikasi ini. Kartu debit gk ada, Kartu debit habis dsb",1,1
Lambat banget ngirimin kode OTP trus kadang error juga katanya kesalahan sistem pelayanannya kurang memuaskan. Semoga kedepannya lebih cepat respon dalam mengirim kode OTP dan lainnya,1,0
"Diupdate, bukanya makin bagus malah makin buruk. Fiturnya makin gak lengkap lagi. Dulu bisa bayar bpjs sekali diupdate jdi gak bisa. Nyesel gwe brimo nya gwe update. Semakin kesini semakin buruk. Susah dgunakan, katanya error padahal jaringan fulo🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️ tolong deh tolong. Diperbaiki lagi, gak kayak gini caranya. Bukan mempermudah malah mempersulit!!!!",2,0
"tahap verifikasi wajah kok lama ya prosesnya. tulisannya ""VERIFIKASI WAJAH HAMPIR SELESAI"" tapi gak selesai selesai, udah 2 harian gitu terus jaringan wifi juga lancar aman kok, ada solusi?",1,1
"Sudah cukup lama pakai apk ini, sejauh ini bagus aja, hanya kadang ga bisa transaksi, gangguan, saran saya, tambah menu lagi yaitu setor tunai. Bank lain uda pakai semua knapa BRI ketinggalan.",4,0
Hari ini tidak ada laporan berhasil nya tiba2 kluar,5,0
Proses cepat dan mudah,5,0
"Terbantu dengan adanya aplikasi BRIMO, semua jadi mudah di zaman serba digital. Hanya tolong di perbaiki masalah jaringan kadang suka offline atau error pada saat sedang pakai aplikasi saat sedang melakukan transaksi.",5,55
"Aplikasi belum lengkap, tidak bisa bayar kartu Matrix Indosat Ooredoo. Padahal aplikasi BRI MOBIL versi lawas bisa, kalau sudah diperbaiki bintang nya tak tambah.",1,0
"setelah diupdate keversi terbaru malah ga bisa dipakai, ini gimana malah bikin susah nasabah mesti ngurus kebank. harusnya di trial error dulu, baru ditaruh diplaystore. mohon kedepan lebih baik dan terencana utk updatenya!",1,0
update Mulu mosok sebulan bisa lebih dr 2x yg bener dong pak,1,0
"Transaksi transfer Gagal,,tp Saldo sudah terpotong,,dan setelah 2 hari Baru refund,,sudah sempat khawatir banget,, Gak ada menu/pilihan untuk print via printer termal bukti transfernya,,sudah begitu,,bukti transfer nya pun gak bisa di kopi paste..klw bsa di kopi paste kn kita bisa print via aplikasi yg lainnya...",1,10
Kenapa gagal uplod foto ktp terus yah?,3,0
"Kenapa sih ribet bgt ya Allah..... susah bgt buat login belom lagi kirim kode verifikasinya lama bgt. Saya punya rekening di 2 bank lain tp gk pernah ada masalah lancar-lancar aja mau koneksi kurang bagus kek apa kek, jujur saya belum menikmati kemudahan pakai bank bri yg ada malah males pengen tutup aja. Inipun bikin terpaksa karena gajian lewat bri klo gk mah gk akan bikin. Kecewa bgt 🙃",1,2
"Bagus... cuman untuk login nya butuh penyederhanaan kayaknya, mengingat semua sudah lewat hp dan tanpa adanya kartu, bagi saya terlalu lama jika mau setor atau penarikan.",5,1
Kenapa setelah update apk brimo susah login dan aplikasi jadi lambat dari pada aplikasi selanjutnya dan sering gagal saat melakukan transaksi... Mungkin bisa update aplikasi dari yg sekarang,2,0
Semuanya menjadi mudah dan jelas Terima kasih BRImo,5,0
Trlalu banyak potongan Notifikasi,3,0
"Apakah ada kendala dgn android 10? Jadi sangat susah ketika mau log in bahkan sampai tdk bisa log in sama sekali dan tampilan layar hitam, pdhl sblmnya lancar. Sangat menyulitkan. Sdh berulangkali uninstall dan install ulang.",1,3
"Tolong diperbaiki secepatnya, aplikasinya selalu berhenti gmna dong... Pdahal sinyal dan jaringan stabil! Kemarin masih normal2 aja kok hari ini error mana pesenan saya masih banyak lg... Mohon diperbaiki secepatnya!",1,0
"bagus,tapi kenapa update kok sulit ya.... padahal beberapa aplikasi sudah sy hapus",5,0
"Mau buat akun kok gabisa sih ,selalu dalam perbaikan terus ,saya mau mendaftar kan biar mempermudah saya kalau mau transaksi hadehh , kebutuhan nya mepet lagi. Tolong dong di perbaiki ,awalnya mau download td aja udh kaget kok ratingnya jelek banget ,oh ternyata saya ngalamin sendiri !",1,15
"Sumpah kecewa banget dengan BRIMO. Ketika mau reset pasword, udah berkali2 masukin Kode Captca dengan benar, Id Juga benar. Tetapi selalu gagal masuk bilang salah input data, sekali nya masuk dan benar..udah dapat email pasword, tapi gak pernah bisa mendapatkan kode Token..bilang permintaan kode token gagal. Parah siih gak kaya BCA, udah dapat email buat reset pasword kok gak bisa dapat token, saya dituduh aneh2 ditulisan..tau gini gue gak usah pake RDN BRI sekalian.",1,0
"WOY bisa ga sih kalo biaya SMS itu ambil pulsa dulu jangan langsung main potong saldo seenak jidad! 1 minggu bisa 2-3x paling sedikit 11 - 18rb. Padahal pulsa gw banyak tapi main potong saldo aja gila! Setiap saldo mau dipake udah pas besok lg kepotong sms padahal gada notif, masuk akal dikit dong.. Gabisa ini nyimpen duit di rekening abis doang kena potongan.",2,0
Apk sudah bagus tetapi Registrasi lewat aplikasi masih bermasalah. Dan sekarang waktu saya daftar kok bermasalah saat verifikasi video padahal saat saya mengambil video sudah benar dan jaringan saya juga lancar,4,0
"sudah benar, uda bisa masuk aplikasi nya kok, utk cek saldo jg bisa. cmn pas utk transaksi beli& bayar utk pulsa tinggal langkah terakhir aja yang tidak bisa. katanya password salah. gimana bisa salah, saya sudah bisa masuk aplikasi kok jadi salah password pas utk pembayaran..",1,11
"Setelah pembaruan aplikasi kok saya tidak bisa login lagi kenapa ya??? User name benar, password benar, jawabannya tidak ada koneksi internet, padahal paket internet bagus, WiFi pun bagus..",5,1
"Ribet banget ,pada saat perekaman video 8 detik selalu gagal padahl penempatan posisi wajah dengah lingkaran sudah pas ,pqdahal Bank Swasta lain tidak ada yg pake hal hal perekaman video begini .Mending kalo 1 x rekam video langsung bisa ,ini sampai cape tetap selalu gagal",1,0
Proses cepat dan mudah,5,0
Masih dlm belajar semoga cepat bisa,5,0
sangat mudah dan membantu,5,0
sangat mudah dan membantu,5,0
"Aplikasi Brimo Sangat Mudah digunakan sangat User Freindly , proses transaksi juga cepat dan aman , keterangan setelah transaksi juga ditampilkan sangat jelas , semoga kedepannya semakin baik lagi",5,0
Sangat mambantu bikin semua transaksi jadi mudah. Terimakasih 👍👍,5,0
Ga rekomendasi kebanyakan dana mengendap kan lumayan 50 buat makan,1,0
"Saya nyoba daftar berkali kali dari bulan oktober sampe skrg gabisa bisa, katanya ""nomer anda tidak terdaftar"" PADAHAL kalau emang ga terdaftar kenapa pas saya baru buat atm bri saya dapet notif sms? DAN selama saya terus nyoba daftar, saya juga sering dapet notif dari apk BRIMO padahal jelas jelas katanya nomer saya tidak terdaftar, tapi notifnya terusan masuk. Saya udah nyoba tutorial dari youtube, tetep aja gabisa. Baru daftar aja udah dibuat sulit, gimana sih, bikin kecewa aja.",1,5
mudah dan simple,5,0
"Ini bulan September 2022, setelah 2 kali transfer, saya merasa BriMo udah sangat bagus karena secara fungsional dan kecepatan nya sudah menyamai aplikasi bank lain. Semoga ke depan nya terus dipertahankan. Karena dulu saya sempat sangat kecewa dengan aplikasi ini.",5,0
"Kemarin bisa login ke aplikasi brimo, eh hari ini aplikadinya malah gk bisa di buka. Di buka malah nutup lagi. Skali di bukak LAAAP NUTUP LAGI.... Masih bagusan versi sebelumnya, gk ada gangguan. Versih yg skarang kyak aplikasi sampah, JADI KESELLLLLLL",1,0
"Bagaimana jika tingkatkan app ini,,mirip seperti buku tabungandengan rician lengkap.termasuk rincian,sisa saldo sebelum transaksi/tarik tunai,agar menyadari berapa jumlah saldo sebelum nya....agar tidak ada pertanyaan ""berapa ya tadi saldo saya?""",4,0
"BRImo semakin sering eror, sering kali ada kendala setiap tengah malam, kenapa tidak harus 24 jam bisa lancar dan selalu bisa transaksi, tolonglah perbaikannya, saya sudah tertarik dengan BRImo, jangan kecewakan banyak pengguna.",1,2
"Kasih bintang 3 lah. Ga ngapa²in pas mau log-in eh tau² keblokir 😝😏 Terus seharusnya aplikasinya di detail transaki jangan hanya uang keluar aja yg tertera, tp seharusnya uang yg masuk berapapun jg harusnya tercantum/tertera. Semoga bisa menjadi masukan untuk ditanggapi dan melakukan pengembangan agar fitur transaksi uang masuk juga tertetera/tercantum di detail transaksi. Terimakasih.",4,3
kenapa sinyal lemah terus ini ?,5,0
"Tampilan baru lebih oke, sayangny pas mau pakai briva jadi ribet, harus pake menu dompet digital dulu, harus ngisi nomer hp dulu. Lebih mudah tampilan yg lama. Klo fitur yg lainya si oke",2,0
sejauh ini bagus mohon diperkatat untuk penjagaan uang yang ada di kartu atm terima kasih,4,0
"Verifikasi sangat susah, ini nama nya ga mempermudah, tpmempeersulit, gt kok mau ganti era digitalisasi, mana buka rekening ATM baru bisa diambil 2-3bln kemudian.",1,0
Kenapa pas verifikasi rekaman video selalu gagal sudah berulang kali tetap saja tidak bisa pencahayaan sudah bagus sudah wajahnya sudah pas di bulatan tetep aj ga bisaaaa!,1,2
"Aplikasinya sangat membantu, memudahkan aktifitas nasabah dalam bertransaksi. Yang jadi kendala untuk pendaftaran secara mandiri sangat sulit. Apalagi saat perekaman/verifikasi wajah, solusinya cuma tinggal bikin akun langsung di Bank BRI terdekat. Semoga kedepannya dapat diperbaiki",5,2
"Sebenarnya yang paling dibutuhkan itu kemudahan dan kenyamanan, tapi ini aplikasi semenjak di update malah error mulu gimana caranya mau jadi aplikasi yang memudahkan dan membuat nyaman kalau login susahnya minta ampun. Apa harus jaringannya 10G baru bisa mengakses ini aplikasi. Jujur aplikasi yang terbarunya ini jelek banget parah. Makin mau pindah ke bank lain aja",1,1
"Kecewa sekali . Masak mau login harus selalu restart hp aplikasi brimo baru bisa digunain. Kemarin2 normal aja bisa digunain, udah hampir 2 minggu ini eror pdhal jaringan saya oke pake Wifi. Udah ke Cs terdekat sama komplain lewat gmail sama aja ga ada penyelesaian.",2,3
"2kali ngisi pulsa maisih proses terus,yg pertama sudah 1bulan lebih transaksi masih proses pulsa belum masuk saldo sudah kepotong.yg kedua kali juga gitu saldo sudah kepotong tapi pulsa juga belum masuk2.",3,0
habis jadi kaya yang nyuruh nasabah jangan transaksi via Katanya di suruh ganti username tapi selalu saja sesi habis jadi kaya yang nyuruh nasabah jangan transaksi via Online!!! Saat ini sudah sangat mudah di gunakan dan langsung bisa di pakai tanpa ada hambatan seperti waktu2 lalu.. semoga akan tetap lancar tanpa serin...😭🙏🏻,2,11
"Sumpah , bukam bohong bukan ngada ngada udah beberapa kali saya install uninstall tetep aja app nya ga kebuka jangankan untuk login 1 klik aja app nya langsung ga ke buka ini kenapa ?? Tolong dengan sepenuh hati perbaiki lagi app nya. Saya tidak mengerti kalau bri online enakan pake app nya mudah transaksi kemana aja. Ditunggu secepatnya 🙏",1,0
"Transaksi lainnya lancar, tapi buat penarikan ga bisa, loading lama bahkan tidak muncul2 di rekening tujuan... Simpedes tidak ada kartu atm nya, setiap pengajuan kartu atm pasti dikatakan masih kosong bahannya,,, Dialihkan ke bri mo, sedangkan kualitas server brimo buruk, trs gimana nasib nasabah Simpedes???",1,0
tolong aplikasinya lebih dikembangkan lagi. sering banget kalo login tuh katanya jaringan terputus padahal jelas jelas sinyal bagus dan juga kalo transaksi sering gagal padahl nomernya udah bener🤦‍♀️,1,0
sangat membantu untuk semua transaksi,5,0
Cukup baik Cuman kalo mau buka brimo sekitar jam 10 malam gak bisa ke buka itu sedikit kecewa,4,0
Payah neh layanannya. Sering banget tiap mau login notifnya password salah. Padahal passwordnya udah bener dan sesuai. Ujung2 nya ke blokir. Haduhhhh... Ini kenapa tiap kali mau login mesti id terblokir. Sampai bosen bolak balik reset password. Sumpahhh payaahhhhh bangettt... Jadi gak praktis !!!,1,11
mohon diperbaiki lagi. untuk no yang diakhiri kode sebaiknya tidak usah dicantumkan. karena kalau ada transferan malah nggak bisa cek berapa jumlah transferannya. kecuali kalau kolomnya bisa diperbesar. dan kalau misal lewat browser dari hp / laptop kok sering banget kena blokir padahal nggak salah pasword. dan yg bikin capek kalau kena blokir harus ke cs bri. di bank lain kalau salah pasword paling nggak boleh login dalam 30 menit ke depan. semoga jadi masukan buat bri.thanks.,3,0
"parah bgt, susah login, link sms nya lama, kode masuk ke email juga lama, ke cs bank nya langsung juga solusinya coba login malam atau pagi, tetap juga link sms lama kode email lama. katanya kalau masih gamau balik lagi ke cs (jadi saya harus balik lagi ke cs, hasilnya sama, coba malam atau pagi) lah ngapain? :) capek bgt :""). mohon diperhatikan lagi, diperbaiki lagi mungkin ada sistem atau pengaturan yng belum selesai :"") sekalilagi, capek bgt",2,1
"Semenjak update semakin nggak nyaman sama aplikasinya. Loadingnya lama banget padahal jaringan wifi lancar peforma HP masih ok banget, lebih suka app sebelum di update :( bsru kali ini komentar di playstore karena ya bener2 merepotkan",1,0
"Keseringan Koneksi terputus padahal sinyal ok, malah ribet.. Mau tf jadi susah karna berkali"" aplikasi keluar sendiri. Klau dini hari mau tf susah koneksinya. Tampilan di perbarui tapi sering error haaaaahahhhh",1,0
"aplikasi bagus daftar langsung aktif dan login lancar, saya coba isi saldo bisa, tapi kenapa saya coba isi pulsa sendiri gagal terus, dan berapa minimal saldo di dalam brimo, mohon pencerahanya trmksh, makasih pak infonya, memang saya coba isi saldo cuma 50.000, dan mau saya tambah saldo lagi dan saya coba transaksi lagi, mudah-mudahn berhasil, sudah saya coba berhasil sukses, tambah bintang lima, oya pak seharusnya minimal tarik tunai 50rb, karena kalau anak skolah kiriman dr orang tua terbatas",5,1
sudah di masukan username dan password tapi tetap salah,2,0
Transaksi lebih mudah dan semoga aman,5,0
"tanpa log in kenapa bisa liat traksaksi, transfer , catatan keuangan, padahal gak log in... tolong donk keamanan nya ditingkatkan. cuma dg modal pin, lgsg sukses transaksi nya... kan bahaya bgt, pin bisa di karang2 atau kalo hp ilang bisa berabe....",2,7
Apa yg terjadi dengan aplikasi ini ka kok gua klik aplikasi nya malah gak bisa buka langsung di arahin buka browser di hp? Trus gak ad di settingan hp itu developer options min gmna dong? TERIMAKASIH MIN ATAS KERJASAMA NYA SKRG UDAH BISA DI AKSES LAGI APLIKASI NYA 🙏🏻,5,0
"Aplikasinya bagus . Sejauh ini sudah sangat bisa mengakomodir keperluan transaksi keuangan saya . Transfer tunai, tarik tunai tanpa ATM, bisa tau letak ATM terdekat, dan pembayaran - pembayaran bisa pake BRImo . Good lah .",5,3
"Setelah di upgrade,jadi ribet buat topup.. Padahal saldo mencukupi, tapi saat mau topup tulisan nya saldo tidak mencukupi.. Sebel banget",1,1
Mantap selama pake Brimo kalo tranfer langsung nyampe hanya hitungan detik dan jarang gangguan meski sinyal tdk terlalu kuat tetep lancar...cm pas lihat saldo memang kadang harus diulang ulang...tingkatkan lagi performa nya...sukses Brimo..,5,0
cepat cerdas tangkas,5,0
Sejauh ini sanggat cukup baik dalam melakukan transaks i,5,0
Setelah menginstal aplikasi ini jadi banyak pengeluaran Kadang juga sudah keluar duit tidak ada dibuat keterangan kenapa ada potongan Dan untuk apa Jadi nya potongan nya tidak tahu kemana Dan juga setelah menginstal aplikasi ini jadi sering kena potongan macam-macam ada potongan sms tapi saya tidak melakukan transaksi Aneh sekali,1,21
Ada bug nih aplikasi. Tidak bisa cek transaksi yg tertunda bgtu di klik languang close sendiri. Tolong di perbaiki.. dan dana saya juga blm kembali ken tertunda saldo kepotong tapi status masih tertunda..,4,0
Ini gimana sih udh verifikasi rekaman video lagi loading malah balik lagi suruh verivikasi email. Tolong lah di perbaiki bukannya pengguna bri banyak seharusnya di kembangkan apk nya. Malah bikin susah,1,0
"Aplikasi yang Dulu mudah di gunakan yg sekarang Malah mempersulit. Mau daftar aja susah jaringan udah bagus, dftar berkali2 ttep aja belum jadi di lain hari juga blm jadi .",1,0
"Aplikasi brimo jelek banget nyusahin aja ,tolong segera diperbaiki, masak bolak balik harus instal klo mau buka aplikasi, klo gak gitu gak ada gambar yang ada cuma gambar kosong warna abu2 ,mending aplikasi yang dulu daripada sekarang",1,1
apk brimo lumayan berguna untuk transaksi,4,0
Bank Paling ribet yang pernah saya pakai apaan coba masa cuma pindah brimo ke hp baru ngk bisa katanya nomor hp belum sesuai padahal nomor nya sama emang ngentod bri,1,0
Aplikasinya ini gimana to ya... Tak ada angin tak ada hujan mendadak aplikasi tidak bisa dipakai... Cuma berhenti di laman pertama saja tanpa bisa di sentuh untuk lanjut berikutnya.. di coba update udah beberapa kali jg masih sama... Gmn ini.. sudah coba konsultasi ke beberapa Kantor BRI mulai dari cabang sampai pusat jg tidak ada solusi sama sekali.. terus gimana ini.. yg punya aja tidak bs dimintai tolong...,1,19
"jengkel bnget sama apk ini, tiba2 update otomatis, setelah update, pas dilogin ulang malah ndag bisaa, error dan password salah, padahal bener, eh, pas terakhir mau masuk lgi, malah ada informasi user id terblokir, harus ke bank, tempat kerja gua masih masa karantina, gimana mau keluar nya, padahal disini butuh bnget nih apk, aduhh, kecewa bnget😭",1,3
"Sangat sangat mengecewakan, daftar aja susah minta ampun, sudah hampir 1 pekan saya coba daftar tiap hari juga masih belum bisa, padahal data yang di masukan sudah benar semua, tapi selalu gagal di verifikasinya, MOHON UNTUK DI PERBAIKI UNTUK KEDEPANYA !!!",1,1
"Aplikasi nya bagus sangat membatu saya dalam bertransaksi, apalagi disaat cek mutasinya lengkap sekali,namun saya kasih bintangnya empat dulu yah,karena disaat pembuatan kartu ATM pihak terkait selalu bilang lagi kosong,apa kartu ATM akan di tiadakan?..",4,2
Update terbaru sangat tidak nyaman. Andaikata ada orang yg jahat buka hp dan lihat brimo langsung keliatan transaksinya. Saya cari untuk ganti password kok tidak ada ya.. tolong diperbaiki lagi.mending versi sebelumnya saja lebih nyaman.,1,0
"Suka sekali pakai aplikasi BRImo, cuman saran saja ditambahkan menu untuk pembayaran pendidikan soalnya menu ini hanya ada di ATM ya...biar lebih mudah kalau mau bayar2 semesteran",5,0
"buat apa dong ada fitur buka rek online, kalau tidak berfungsi, verifikasi data diri stuck di 60% hampir 3 hari loh. tujuan fitur ini kan mempermudah dan mempersingkat waktu nasabah untk buka rek. saya dapat email balasan untuk langsung buat rek di kantor terdekat. trus data"" pribadi saya yg sudah terlanjur terkirim bagaimana? terlalu banyak masalah teknis akibatnya berubah pikiran saya mau buka rek di bri. terimakasih sesuai janji saya bintang 1",1,1
Untuk opsi lupa pasword sudah memasukan data dengan benar dan keterangan di brimo kode otp sudah terkirim tapi di pesan tidak masuk sudah berkaki kali coba tetep sama aja gak masuk sms otp nya padahal pulsa masih 35rb,1,0
Customer service anda tidak membantu sama sekali,1,0
"Pelayanan cukup bagus, aplikasinya juga cukup lengkap, tingkatkan dan lengkapi kekurangan2 yg ada, pelayanan juga, kalau bisa 24jam, keamanan (dari heker2) yg perlu dan harus di tingkatkan,",4,0
"PIN Gak tau dan gak pernah buat, pake lupa pin dikirm kode otp ke email, dimasukin muncul keterangan 'tidak ada koneksi internet"" terus, suruh coba lagi terus, padahal koneksi internet stabil, sudah kirim email masih gak ada yg bisa nanganin....",5,38
Aplikasi brimo setelah diupdate selalu koneksi buruk dan sering keluar sendiri setelah login dan transaksi melalui Qris selalu gagal. Mohon perbaikannya Aplikasi sampah selalu ada potongan ga jelas selain bulanan,1,27
Sangat praktis dan mudah,5,0
"Jujur, buat transfer susah, Koneksi terputus mulu,.padahal buat game saja lancar, YouTube 360p lancar, Kenapa bisa begini, release sudah satu tahun yang lalu, kenapa masih banyak bug ?",1,0
"Bintang 1 Mau daftar brimo aplikasi selalu tiba2 terhenti ketika proses uplode rekaman video, sudah via email ke bri sampe skrng belum ada respon udah 5 hari. parah ini aplikasi nya belum kompatible dan bikin susah nasabah ATM pun skrng udah ga ada skrng.",1,0
Ini bri buar aplikasi tapi tujuannya gk jelas. Semua serba eror. Mending pake apk yang lama. Kalo memamg gk siap untuk apk yang baru ngapai dipaksain. Ini saya setiap mau top up pasti bermasalah. Masalah signal apala itula. Tolongla BRI perbaiki.,1,2
"Terimakasih Mia 👍👍 atas solusi nya, Tapi kalo bisa untuk nasabah yang tua mungkin susah mengerti nya, kalo bisa pembaruan yang datang password jangan dihilangkan kak, karena tidak semua nasabah pakai finger, Selamat sukses dan jaya BRI 😘😘🥰🥰🥰",5,0
"Parah nih aplikasi, saya melakukan transaksi pembayaran dan untuk ngecek riwayat transaksi berhasil/tidak ..ga ada menu transaksi.. download transaksi pdf, ada keterangan 'file ini dilindungi' buka file pake password yg mana? Pake password yg buat masuk aplikasi ga bisa jg dan ga ada keterangan cara buka file yg udah di download. Ini keliatan banget, aplikasi yang belum siap.. Asli parah hahahahaaa....",1,37
Klik briva mau tf ke shopeepay tp di arahin ke dompet digital. Pas mau tf di dompet digital malah error !02. Ternyata harus'a masukin 14digit tp malah cuma bisa masukin 13digit. Apl bukan'a memudahkan malah menyusahkan. Pantes rating anjlok. Ga perlu lah suruh² kirim kendala lewat telegram atau email. Langsung aja perbaiki aplikasi'a.,1,0
"Aplikasinya nanti jaringan sangat bagus baru terbuka, versi sebelumx jaringanx ngak bagus tetap bisa terbuka, ya walau pun ngak bisa transaksi tapi setidaknya bisa buat cek saldo",5,0
"sering sekali gangguan untuk susah masuk dengan koneksi terputus,sering cek saldo gagal,tolong perbaiki untuk koneksinya agar tdk terjadi sering gangguan lagi,lebih bagus BRI mobile tdknpernah gangguan koneksi.",2,0
Tolong perbaiki masalah koneksi. Saya memakai wifi buat internetan gada masalah giliran buat login ke BRImo Tertulis tidak ada koneksi. Padahal buat internetan lancar jaya. Tolong jadi perhatian buat developer nya. Trimakasih,1,1
"Kecewa karena biaya SMS di potong dari rekening bukan dari pulsa handphone, di akumulasikan lumayan potongannya. Tolong diperbaharui sistemnya karena sangat merugikan nasabah, sudah ada biaya bulanan dan biaya kartu ATM tapi di tambah lagi dengan biaya SMS. Sebagian nasabah belum tau kalau ada potongan tersebut tapi bagi yang tau pasti akan kecewa juga seperti saya. Mksh",1,0
tidak dapat membuka aplikasi,3,0
saya tidak bisa verifikasi wajah karna apk nya eror saat verifikasi wajah.mana petugas nya ini.makan gaji buta aja,1,0
Alhamdulillah sangat terbantukan lbh praktis,5,0
"Mohon diperbaiki lagi aplikasinya, karena setiap login pasti harus coba beberapa kali dulu baru berhasil. Padahal jaringan ga ada kendala. Trus fitur login pake sidik jari juga kurang responsif karena selalu gagal juga. Untuk fitur aplikasi lainnya udah bagus banget, dan membantu banget. Cuma kadang kurang responsif aja.",3,21
"Tampilan di BRImo terbaru memang lebih bagus,,tapi fungsi dan kelengkapannya masih bagus versi BRImo yg lama...diversi BRImo yg baru ini,,sy tidak bisa ganti password..tidak ada menu pengaturan ganti password",1,0
Terimakasih dengan ada nya brimo semua transaksi jadi mudah gak harus keluar cukup dirumah aja sudah bisa melakukan transaksi/ pembayaran apapun inti nya sangat berguna dan juga sangat membantu brimo semoga sukses terus maju dan juga aman dan terpercaya terimakasih brimo.👍,5,1
"Kurang memuaskan karena rekening transfer tidak bisa tersimpan saat pakai BI fast, hanya saat transfer online saja yang bisa tersimpan. Hal ini cukup merepotkan karena mau tidak mau harus menyimpan no rekening di tempat lain dan sangat tidak efisien. Mohon untuk diperbaiki. Terima kasih.",3,2
"Aplikasi bermasalah banget heran, mau login menggunakan password selalu tertulis pw salah terus pdhl udh bener, dicoba ganti pw pas login lagi ttep g bsa login. Tolong dibenerin saya g bsa login mau transaksi aj dipersulit.",1,7
Sangat bagus sekali membantu sekali.. karena di sini fiturnya banyak sekali mudahkan saya beli listrik dan pulsa serta bisa transfer juga tanpa keluar rumah.. good job terimakasih..🙏🙏,5,0
